DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,#1,%1,#2,%2,#3,%3,#4,%4,#5,%5 
11X153,P.S. 153 HELEN KELLER,All Grades,2015,All Students,347,309,80,23.1,125,36,96,27.7,46,13.3,142,40.9
11X160,P.S. 160 WALT DISNEY,3,2013,All Students,45,290,20,44.4,17,37.8,8,17.8,0,0,8,17.8
11X160,P.S. 160 WALT DISNEY,3,2014,All Students,51,283,27,52.9,12,23.5,12,23.5,0,0,12,23.5
11X160,P.S. 160 WALT DISNEY,3,2015,All Students,68,287,33,48.5,26,38.2,9,13.2,0,0,9,13.2
11X160,P.S. 160 WALT DISNEY,4,2013,All Students,62,295,22,35.5,23,37.1,13,21,4,6.5,17,27.4
11X160,P.S. 160 WALT DISNEY,4,2014,All Students,47,300,12,25.5,25,53.2,5,10.6,5,10.6,10,21.3
11X160,P.S. 160 WALT DISNEY,4,2015,All Students,47,291,17,36.2,19,40.4,7,14.9,4,8.5,11,23.4
11X160,P.S. 160 WALT DISNEY,5,2013,All Students,63,295,23,36.5,30,47.6,8,12.7,2,3.2,10,15.9
11X160,P.S. 160 WALT DISNEY,5,2014,All Students,64,295,26,40.6,22,34.4,9,14.1,7,10.9,16,25
11X160,P.S. 160 WALT DISNEY,5,2015,All Students,45,289,23,51.1,12,26.7,9,20,1,2.2,10,22.2
11X160,P.S. 160 WALT DISNEY,All Grades,2013,All Students,170,294,65,38.2,70,41.2,29,17.1,6,3.5,35,20.6
11X160,P.S. 160 WALT DISNEY,All Grades,2014,All Students,162,293,65,40.1,59,36.4,26,16,12,7.4,38,23.5
11X160,P.S. 160 WALT DISNEY,All Grades,2015,All Students,160,289,73,45.6,57,35.6,25,15.6,5,3.1,30,18.8
11X169,BAYCHESTER ACADEMY,3,2013,All Students,78,301,28,35.9,28,35.9,21,26.9,1,1.3,22,28.2
11X169,BAYCHESTER ACADEMY,3,2014,All Students,72,294,29,40.3,21,29.2,22,30.6,0,0,22,30.6
11X169,BAYCHESTER ACADEMY,3,2015,All Students,70,294,32,45.7,20,28.6,16,22.9,2,2.9,18,25.7
11X169,BAYCHESTER ACADEMY,4,2013,All Students,54,287,20,37,28,51.9,5,9.3,1,1.9,6,11.1
11X169,BAYCHESTER ACADEMY,4,2014,All Students,78,304,20,25.6,30,38.5,21,26.9,7,9,28,35.9
11X169,BAYCHESTER ACADEMY,4,2015,All Students,72,295,25,34.7,32,44.4,10,13.9,5,6.9,15,20.8
11X169,BAYCHESTER ACADEMY,5,2014,All Students,57,297,20,35.1,26,45.6,8,14,3,5.3,11,19.3
11X169,BAYCHESTER ACADEMY,5,2015,All Students,79,300,23,29.1,30,38,21,26.6,5,6.3,26,32.9
11X169,BAYCHESTER ACADEMY,All Grades,2013,All Students,132,295,48,36.4,56,42.4,26,19.7,2,1.5,28,21.2
11X169,BAYCHESTER ACADEMY,All Grades,2014,All Students,207,299,69,33.3,77,37.2,51,24.6,10,4.8,61,29.5
11X169,BAYCHESTER ACADEMY,All Grades,2015,All Students,221,297,80,36.2,82,37.1,47,21.3,12,5.4,59,26.7
11X175,P.S. 175 CITY ISLAND,3,2013,All Students,39,312,9,23.1,13,33.3,16,41,1,2.6,17,43.6
11X175,P.S. 175 CITY ISLAND,3,2014,All Students,35,313,4,11.4,16,45.7,12,34.3,3,8.6,15,42.9
11X175,P.S. 175 CITY ISLAND,3,2015,All Students,24,317,4,16.7,8,33.3,9,37.5,3,12.5,12,50
11X175,P.S. 175 CITY ISLAND,4,2013,All Students,37,307,5,13.5,19,51.4,12,32.4,1,2.7,13,35.1
11X175,P.S. 175 CITY ISLAND,4,2014,All Students,40,313,8,20,14,35,12,30,6,15,18,45
11X175,P.S. 175 CITY ISLAND,4,2015,All Students,38,314,6,15.8,17,44.7,9,23.7,6,15.8,15,39.5
11X175,P.S. 175 CITY ISLAND,5,2013,All Students,29,321,4,13.8,9,31,9,31,7,24.1,16,55.2
11X175,P.S. 175 CITY ISLAND,5,2014,All Students,35,300,9,25.7,19,54.3,6,17.1,1,2.9,7,20
11X175,P.S. 175 CITY ISLAND,5,2015,All Students,43,309,10,23.3,15,34.9,12,27.9,6,14,18,41.9
11X175,P.S. 175 CITY ISLAND,6,2013,All Students,42,305,6,14.3,21,50,10,23.8,5,11.9,15,35.7
11X175,P.S. 175 CITY ISLAND,6,2014,All Students,33,320,4,12.1,11,33.3,6,18.2,12,36.4,18,54.5
11X175,P.S. 175 CITY ISLAND,6,2015,All Students,39,310,5,12.8,18,46.2,11,28.2,5,12.8,16,41
11X175,P.S. 175 CITY ISLAND,7,2013,All Students,39,299,14,35.9,16,41,6,15.4,3,7.7,9,23.1
11X175,P.S. 175 CITY ISLAND,7,2014,All Students,43,309,6,14,21,48.8,14,32.6,2,4.7,16,37.2
11X175,P.S. 175 CITY ISLAND,7,2015,All Students,31,309,7,22.6,10,32.3,10,32.3,4,12.9,14,45.2
11X175,P.S. 175 CITY ISLAND,8,2013,All Students,39,311,4,10.3,16,41,16,41,3,7.7,19,48.7
11X175,P.S. 175 CITY ISLAND,8,2014,All Students,35,298,8,22.9,19,54.3,7,20,1,2.9,8,22.9
11X175,P.S. 175 CITY ISLAND,8,2015,All Students,45,315,3,6.7,17,37.8,20,44.4,5,11.1,25,55.6
11X175,P.S. 175 CITY ISLAND,All Grades,2013,All Students,225,309,42,18.7,94,41.8,69,30.7,20,8.9,89,39.6
11X175,P.S. 175 CITY ISLAND,All Grades,2014,All Students,221,309,39,17.6,100,45.2,57,25.8,25,11.3,82,37.1
11X175,P.S. 175 CITY ISLAND,All Grades,2015,All Students,220,312,35,15.9,85,38.6,71,32.3,29,13.2,100,45.5
11X178,P.S. 178 - DR. SELMAN WAKSMAN,3,2013,All Students,63,298,27,42.9,23,36.5,12,19,1,1.6,13,20.6
11X178,P.S. 178 - DR. SELMAN WAKSMAN,3,2014,All Students,82,297,26,31.7,29,35.4,24,29.3,3,3.7,27,32.9
11X178,P.S. 178 - DR. SELMAN WAKSMAN,3,2015,All Students,86,288,38,44.2,34,39.5,14,16.3,0,0,14,16.3
11X178,P.S. 178 - DR. SELMAN WAKSMAN,4,2013,All Students,71,292,27,38,32,45.1,10,14.1,2,2.8,12,16.9
11X178,P.S. 178 - DR. SELMAN WAKSMAN,4,2014,All Students,72,292,25,34.7,33,45.8,12,16.7,2,2.8,14,19.4
11X178,P.S. 178 - DR. SELMAN WAKSMAN,4,2015,All Students,81,297,26,32.1,36,44.4,16,19.8,3,3.7,19,23.5
11X178,P.S. 178 - DR. SELMAN WAKSMAN,5,2013,All Students,68,299,24,35.3,25,36.8,13,19.1,6,8.8,19,27.9
11X178,P.S. 178 - DR. SELMAN WAKSMAN,5,2014,All Students,70,300,26,37.1,30,42.9,9,12.9,5,7.1,14,20
11X178,P.S. 178 - DR. SELMAN WAKSMAN,5,2015,All Students,74,298,25,33.8,32,43.2,10,13.5,7,9.5,17,23
11X178,P.S. 178 - DR. SELMAN WAKSMAN,All Grades,2013,All Students,202,296,78,38.6,80,39.6,35,17.3,9,4.5,44,21.8
11X178,P.S. 178 - DR. SELMAN WAKSMAN,All Grades,2014,All Students,224,296,77,34.4,92,41.1,45,20.1,10,4.5,55,24.6
11X178,P.S. 178 - DR. SELMAN WAKSMAN,All Grades,2015,All Students,241,294,89,36.9,102,42.3,40,16.6,10,4.1,50,20.7
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,6,2013,All Students,287,300,72,25.1,144,50.2,49,17.1,22,7.7,71,24.7
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,6,2014,All Students,277,304,49,17.7,140,50.5,57,20.6,31,11.2,88,31.8
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,6,2015,All Students,275,307,44,16,128,46.5,62,22.5,41,14.9,103,37.5
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,7,2013,All Students,257,298,88,34.2,105,40.9,56,21.8,8,3.1,64,24.9
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,7,2014,All Students,295,297,82,27.8,142,48.1,63,21.4,8,2.7,71,24.1
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,7,2015,All Students,285,300,71,24.9,136,47.7,70,24.6,8,2.8,78,27.4
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2013,All Students,313,297,86,27.5,146,46.6,60,19.2,21,6.7,81,25.9
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2014,All Students,257,301,55,21.4,115,44.7,68,26.5,19,7.4,87,33.9
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,8,2015,All Students,282,304,54,19.1,119,42.2,90,31.9,19,6.7,109,38.7
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,All Grades,2013,All Students,857,298,246,28.7,395,46.1,165,19.3,51,6,216,25.2
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,All Grades,2014,All Students,829,301,186,22.4,397,47.9,188,22.7,58,7,246,29.7
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,All Grades,2015,All Students,842,304,169,20.1,383,45.5,222,26.4,68,8.1,290,34.4
11X181,I.S. 181 PABLO CASALS,6,2013,All Students,304,295,103,33.9,129,42.4,38,12.5,34,11.2,72,23.7
11X181,I.S. 181 PABLO CASALS,6,2014,All Students,294,300,75,25.5,147,50,28,9.5,44,15,72,24.5
11X181,I.S. 181 PABLO CASALS,6,2015,All Students,263,292,111,42.2,78,29.7,42,16,32,12.2,74,28.1
11X181,I.S. 181 PABLO CASALS,7,2013,All Students,253,298,89,35.2,99,39.1,52,20.6,13,5.1,65,25.7
11X181,I.S. 181 PABLO CASALS,7,2014,All Students,302,297,103,34.1,103,34.1,84,27.8,12,4,96,31.8
11X181,I.S. 181 PABLO CASALS,7,2015,All Students,275,301,72,26.2,110,40,74,26.9,19,6.9,93,33.8
11X181,I.S. 181 PABLO CASALS,8,2013,All Students,205,296,72,35.1,69,33.7,44,21.5,20,9.8,64,31.2
11X181,I.S. 181 PABLO CASALS,8,2014,All Students,254,300,66,26,105,41.3,66,26,17,6.7,83,32.7
11X181,I.S. 181 PABLO CASALS,8,2015,All Students,299,305,66,22.1,103,34.4,98,32.8,32,10.7,130,43.5
11X181,I.S. 181 PABLO CASALS,All Grades,2013,All Students,762,296,264,34.6,297,39,134,17.6,67,8.8,201,26.4
11X181,I.S. 181 PABLO CASALS,All Grades,2014,All Students,850,299,244,28.7,355,41.8,178,20.9,73,8.6,251,29.5
11X181,I.S. 181 PABLO CASALS,All Grades,2015,All Students,837,300,249,29.7,291,34.8,214,25.6,83,9.9,297,35.5
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,3,2013,All Students,58,290,31,53.4,18,31,9,15.5,0,0,9,15.5
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,3,2014,All Students,48,291,23,47.9,18,37.5,6,12.5,1,2.1,7,14.6
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,3,2015,All Students,55,297,16,29.1,28,50.9,11,20,0,0,11,20
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,4,2013,All Students,52,290,19,36.5,23,44.2,10,19.2,0,0,10,19.2
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,4,2014,All Students,60,294,23,38.3,28,46.7,8,13.3,1,1.7,9,15
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,4,2015,All Students,55,291,21,38.2,25,45.5,6,10.9,3,5.5,9,16.4
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,5,2013,All Students,58,297,21,36.2,24,41.4,12,20.7,1,1.7,13,22.4
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,5,2014,All Students,56,287,20,35.7,27,48.2,7,12.5,2,3.6,9,16.1
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,5,2015,All Students,58,290,27,46.6,21,36.2,10,17.2,0,0,10,17.2
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,All Grades,2013,All Students,168,292,71,42.3,65,38.7,31,18.5,1,0.6,32,19
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,All Grades,2014,All Students,164,291,66,40.2,73,44.5,21,12.8,4,2.4,25,15.2
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,All Grades,2015,All Students,168,293,64,38.1,74,44,27,16.1,3,1.8,30,17.9
11X194,PS/MS 194,3,2013,All Students,152,300,54,35.5,59,38.8,35,23,4,2.6,39,25.7
11X194,PS/MS 194,3,2014,All Students,155,293,55,35.5,62,40,36,23.2,2,1.3,38,24.5
11X194,PS/MS 194,3,2015,All Students,159,295,63,39.6,55,34.6,35,22,6,3.8,41,25.8
11X194,PS/MS 194,4,2013,All Students,150,300,47,31.3,60,40,33,22,10,6.7,43,28.7
11X194,PS/MS 194,4,2014,All Students,152,298,55,36.2,48,31.6,34,22.4,15,9.9,49,32.2
11X194,PS/MS 194,4,2015,All Students,155,295,48,31,73,47.1,23,14.8,11,7.1,34,21.9
11X194,PS/MS 194,5,2013,All Students,155,299,50,32.3,69,44.5,28,18.1,8,5.2,36,23.2
11X194,PS/MS 194,5,2014,All Students,152,296,53,34.9,56,36.8,35,23,8,5.3,43,28.3
11X194,PS/MS 194,5,2015,All Students,151,294,61,40.4,53,35.1,26,17.2,11,7.3,37,24.5
11X194,PS/MS 194,6,2013,All Students,154,301,37,24,81,52.6,21,13.6,15,9.7,36,23.4
11X194,PS/MS 194,6,2014,All Students,158,299,38,24.1,78,49.4,26,16.5,16,10.1,42,26.6
11X194,PS/MS 194,6,2015,All Students,152,300,38,25,73,48,23,15.1,18,11.8,41,27
11X194,PS/MS 194,7,2013,All Students,170,295,57,33.5,83,48.8,23,13.5,7,4.1,30,17.6
11X194,PS/MS 194,7,2014,All Students,151,294,50,33.1,66,43.7,27,17.9,8,5.3,35,23.2
11X194,PS/MS 194,7,2015,All Students,151,292,61,40.4,49,32.5,35,23.2,6,4,41,27.2
11X194,PS/MS 194,8,2013,All Students,116,289,42,36.2,50,43.1,22,19,2,1.7,24,20.7
11X194,PS/MS 194,8,2014,All Students,169,295,41,24.3,94,55.6,29,17.2,5,3,34,20.1
11X194,PS/MS 194,8,2015,All Students,151,298,36,23.8,73,48.3,29,19.2,13,8.6,42,27.8
11X194,PS/MS 194,All Grades,2013,All Students,897,298,287,32,402,44.8,162,18.1,46,5.1,208,23.2
11X194,PS/MS 194,All Grades,2014,All Students,937,296,292,31.2,404,43.1,187,20,54,5.8,241,25.7
11X194,PS/MS 194,All Grades,2015,All Students,919,296,307,33.4,376,40.9,171,18.6,65,7.1,236,25.7
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,6,2013,All Students,85,280,46,54.1,35,41.2,2,2.4,2,2.4,4,4.7
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,6,2014,All Students,71,280,36,50.7,28,39.4,7,9.9,0,0,7,9.9
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,6,2015,All Students,58,270,37,63.8,20,34.5,1,1.7,0,0,1,1.7
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,7,2013,All Students,107,283,64,59.8,32,29.9,9,8.4,2,1.9,11,10.3
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,7,2014,All Students,88,274,60,68.2,24,27.3,4,4.5,0,0,4,4.5
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,7,2015,All Students,71,275,44,62,19,26.8,8,11.3,0,0,8,11.3
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,8,2013,All Students,148,280,77,52,54,36.5,17,11.5,0,0,17,11.5
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,8,2014,All Students,107,278,61,57,37,34.6,8,7.5,1,0.9,9,8.4
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,8,2015,All Students,90,275,53,58.9,30,33.3,7,7.8,0,0,7,7.8
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,All Grades,2013,All Students,340,281,187,55,121,35.6,28,8.2,4,1.2,32,9.4
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,All Grades,2014,All Students,266,277,157,59,89,33.5,19,7.1,1,0.4,20,7.5
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,All Grades,2015,All Students,219,274,134,61.2,69,31.5,16,7.3,0,0,16,7.3
11X287,THE FORWARD SCHOOL,6,2013,All Students,74,282,34,45.9,35,47.3,3,4.1,2,2.7,5,6.8
11X287,THE FORWARD SCHOOL,6,2014,All Students,98,279,47,48,41,41.8,7,7.1,3,3.1,10,10.2
11X287,THE FORWARD SCHOOL,6,2015,All Students,80,275,48,60,29,36.3,3,3.8,0,0,3,3.8
11X287,THE FORWARD SCHOOL,7,2013,All Students,64,273,43,67.2,15,23.4,6,9.4,0,0,6,9.4
11X287,THE FORWARD SCHOOL,7,2014,All Students,69,274,41,59.4,24,34.8,3,4.3,1,1.4,4,5.8
11X287,THE FORWARD SCHOOL,7,2015,All Students,86,276,50,58.1,30,34.9,5,5.8,1,1.2,6,7
11X287,THE FORWARD SCHOOL,8,2013,All Students,65,273,37,56.9,22,33.8,6,9.2,0,0,6,9.2
11X287,THE FORWARD SCHOOL,8,2014,All Students,68,277,36,52.9,23,33.8,8,11.8,1,1.5,9,13.2
11X287,THE FORWARD SCHOOL,8,2015,All Students,73,279,34,46.6,33,45.2,5,6.8,1,1.4,6,8.2
11X287,THE FORWARD SCHOOL,All Grades,2013,All Students,203,276,114,56.2,72,35.5,15,7.4,2,1,17,8.4
11X287,THE FORWARD SCHOOL,All Grades,2014,All Students,235,277,124,52.8,88,37.4,18,7.7,5,2.1,23,9.8
11X287,THE FORWARD SCHOOL,All Grades,2015,All Students,239,277,132,55.2,92,38.5,13,5.4,2,0.8,15,6.3
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,6,2013,All Students,105,271,68,64.8,34,32.4,2,1.9,1,1,3,2.9
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,6,2014,All Students,100,278,52,52,40,40,6,6,2,2,8,8
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,6,2015,All Students,96,279,50,52.1,41,42.7,4,4.2,1,1,5,5.2
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,7,2013,All Students,85,286,40,47.1,39,45.9,6,7.1,0,0,6,7.1
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,7,2014,All Students,113,266,81,71.7,28,24.8,4,3.5,0,0,4,3.5
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,7,2015,All Students,108,276,64,59.3,35,32.4,9,8.3,0,0,9,8.3
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,8,2013,All Students,127,278,71,55.9,49,38.6,7,5.5,0,0,7,5.5
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,8,2014,All Students,92,278,51,55.4,34,37,7,7.6,0,0,7,7.6
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,8,2015,All Students,111,279,53,47.7,48,43.2,10,9,0,0,10,9
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,All Grades,2013,All Students,317,278,179,56.5,122,38.5,15,4.7,1,0.3,16,5
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,All Grades,2014,All Students,305,273,184,60.3,102,33.4,17,5.6,2,0.7,19,6.2
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,All Grades,2015,All Students,315,278,167,53,124,39.4,23,7.3,1,0.3,24,7.6
11X326,BRONX GREEN MIDDLE SCHOOL,6,2013,All Students,128,277,59,46.1,63,49.2,5,3.9,1,0.8,6,4.7
11X326,BRONX GREEN MIDDLE SCHOOL,6,2014,All Students,128,275,71,55.5,49,38.3,8,6.3,0,0,8,6.3
11X326,BRONX GREEN MIDDLE SCHOOL,6,2015,All Students,123,283,60,48.8,51,41.5,10,8.1,2,1.6,12,9.8
11X326,BRONX GREEN MIDDLE SCHOOL,7,2013,All Students,107,286,47,43.9,45,42.1,13,12.1,2,1.9,15,14
11X326,BRONX GREEN MIDDLE SCHOOL,7,2014,All Students,139,280,87,62.6,44,31.7,7,5,1,0.7,8,5.8
11X326,BRONX GREEN MIDDLE SCHOOL,7,2015,All Students,128,283,68,53.1,45,35.2,13,10.2,2,1.6,15,11.7
11X326,BRONX GREEN MIDDLE SCHOOL,8,2013,All Students,122,288,50,41,49,40.2,16,13.1,7,5.7,23,18.9
11X326,BRONX GREEN MIDDLE SCHOOL,8,2014,All Students,120,283,56,46.7,47,39.2,15,12.5,2,1.7,17,14.2
11X326,BRONX GREEN MIDDLE SCHOOL,8,2015,All Students,133,290,43,32.3,76,57.1,10,7.5,4,3,14,10.5
11X326,BRONX GREEN MIDDLE SCHOOL,All Grades,2013,All Students,357,284,156,43.7,157,44,34,9.5,10,2.8,44,12.3
11X326,BRONX GREEN MIDDLE SCHOOL,All Grades,2014,All Students,387,279,214,55.3,140,36.2,30,7.8,3,0.8,33,8.5
11X326,BRONX GREEN MIDDLE SCHOOL,All Grades,2015,All Students,384,286,171,44.5,172,44.8,33,8.6,8,2.1,41,10.7
11X355,BRONX ALLIANCE MIDDLE SCHOOL,6,2014,All Students,101,277,60,59.4,34,33.7,3,3,4,4,7,6.9
11X355,BRONX ALLIANCE MIDDLE SCHOOL,6,2015,All Students,92,277,55,59.8,32,34.8,4,4.3,1,1.1,5,5.4
11X355,BRONX ALLIANCE MIDDLE SCHOOL,7,2015,All Students,107,269,78,72.9,19,17.8,10,9.3,0,0,10,9.3
11X355,BRONX ALLIANCE MIDDLE SCHOOL,All Grades,2014,All Students,101,277,60,59.4,34,33.7,3,3,4,4,7,6.9
11X355,BRONX ALLIANCE MIDDLE SCHOOL,All Grades,2015,All Students,199,273,133,66.8,51,25.6,14,7,1,0.5,15,7.5
11X370,SCHOOL OF DIPLOMACY,6,2013,All Students,77,265,55,71.4,21,27.3,1,1.3,0,0,1,1.3
11X370,SCHOOL OF DIPLOMACY,6,2014,All Students,72,273,45,62.5,21,29.2,5,6.9,1,1.4,6,8.3
11X370,SCHOOL OF DIPLOMACY,6,2015,All Students,72,274,46,63.9,16,22.2,10,13.9,0,0,10,13.9
11X370,SCHOOL OF DIPLOMACY,7,2013,All Students,113,277,73,64.6,36,31.9,4,3.5,0,0,4,3.5
11X370,SCHOOL OF DIPLOMACY,7,2014,All Students,73,263,54,74,18,24.7,1,1.4,0,0,1,1.4
11X370,SCHOOL OF DIPLOMACY,7,2015,All Students,66,275,42,63.6,14,21.2,10,15.2,0,0,10,15.2
11X370,SCHOOL OF DIPLOMACY,8,2013,All Students,129,276,82,63.6,35,27.1,11,8.5,1,0.8,12,9.3
11X370,SCHOOL OF DIPLOMACY,8,2014,All Students,115,282,55,47.8,45,39.1,15,13,0,0,15,13
11X370,SCHOOL OF DIPLOMACY,8,2015,All Students,79,274,43,54.4,30,38,6,7.6,0,0,6,7.6
11X370,SCHOOL OF DIPLOMACY,All Grades,2013,All Students,319,274,210,65.8,92,28.8,16,5,1,0.3,17,5.3
11X370,SCHOOL OF DIPLOMACY,All Grades,2014,All Students,260,274,154,59.2,84,32.3,21,8.1,1,0.4,22,8.5
11X370,SCHOOL OF DIPLOMACY,All Grades,2015,All Students,217,274,131,60.4,60,27.6,26,12,0,0,26,12
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),6,2013,All Students,87,289,31,35.6,47,54,5,5.7,4,4.6,9,10.3
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),6,2014,All Students,72,290,15,20.8,52,72.2,4,5.6,1,1.4,5,6.9
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),6,2015,All Students,77,301,13,16.9,45,58.4,12,15.6,7,9.1,19,24.7
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),7,2013,All Students,76,289,35,46.1,35,46.1,6,7.9,0,0,6,7.9
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),7,2014,All Students,91,284,42,46.2,40,44,8,8.8,1,1.1,9,9.9
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),7,2015,All Students,73,296,19,26,40,54.8,13,17.8,1,1.4,14,19.2
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),8,2013,All Students,86,283,40,46.5,38,44.2,6,7,2,2.3,8,9.3
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),8,2014,All Students,78,281,37,47.4,34,43.6,7,9,0,0,7,9
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),8,2015,All Students,81,289,30,37,31,38.3,19,23.5,1,1.2,20,24.7
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),All Grades,2013,All Students,249,287,106,42.6,120,48.2,17,6.8,6,2.4,23,9.2
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),All Grades,2014,All Students,241,285,94,39,126,52.3,19,7.9,2,0.8,21,8.7
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),All Grades,2015,All Students,231,296,62,26.8,116,50.2,44,19,9,3.9,53,22.9
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,6,2013,All Students,95,285,40,42.1,48,50.5,5,5.3,2,2.1,7,7.4
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,6,2014,All Students,117,290,40,34.2,60,51.3,10,8.5,7,6,17,14.5
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,6,2015,All Students,108,294,35,32.4,55,50.9,9,8.3,9,8.3,18,16.7
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,7,2013,All Students,89,295,29,32.6,42,47.2,16,18,2,2.2,18,20.2
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,7,2014,All Students,97,284,44,45.4,41,42.3,11,11.3,1,1,12,12.4
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,7,2015,All Students,126,293,47,37.3,54,42.9,24,19,1,0.8,25,19.8
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,8,2013,All Students,97,282,49,50.5,38,39.2,7,7.2,3,3.1,10,10.3
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,8,2014,All Students,93,293,30,32.3,40,43,20,21.5,3,3.2,23,24.7
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,8,2015,All Students,91,295,23,25.3,49,53.8,16,17.6,3,3.3,19,20.9
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,All Grades,2013,All Students,281,287,118,42,128,45.6,28,10,7,2.5,35,12.5
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,All Grades,2014,All Students,307,289,114,37.1,141,45.9,41,13.4,11,3.6,52,16.9
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,All Grades,2015,All Students,325,294,105,32.3,158,48.6,49,15.1,13,4,62,19.1
11X498,PS/MS 11X498 - VAN NEST ACADEMY,3,2013,All Students,47,313,8,17,16,34,22,46.8,1,2.1,23,48.9
